"Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SCIE Selected Categories: 'ACOUSTICS','AGRICULTURAL ECONOMICS & POLICY','AGRICULTURAL ENGINEERING','AGRICULTURE, DAIRY & ANIMAL SCIENCE','AGRICULTURE, MULTIDISCIPLINARY','AGRONOMY','AUTOMATION & CONTROL SYSTEMS','BEHAVIORAL SCIENCES','BIOCHEMICAL RESEARCH METHODS','BIOCHEMISTRY & MOLECULAR BIOLOGY','BIODIVERSITY CONSERVATION','BIOLOGY','BIOPHYSICS','BIOTECHNOLOGY & APPLIED MICROBIOLOGY','BUSINESS','BUSINESS, FINANCE','COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE','COMPUTER SCIENCE, CYBERNETICS','COMPUTER SCIENCE, HARDWARE & ARCHITECTURE','COMPUTER SCIENCE, INFORMATION SYSTEMS','COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS','COMPUTER SCIENCE, SOFTWARE ENGINEERING','COMPUTER SCIENCE, THEORY & METHODS','CONSTRUCTION & BUILDING TECHNOLOGY','ECOLOGY','ECONOMICS','ENERGY & FUELS','ENGINEERING, AEROSPACE','ENGINEERING, BIOMEDICAL','ENGINEERING, CHEMICAL','ENGINEERING, CIVIL','ENGINEERING, ELECTRICAL & ELECTRONIC','ENGINEERING, ENVIRONMENTAL','ENGINEERING, GEOLOGICAL','ENGINEERING, INDUSTRIAL','ENGINEERING, MANUFACTURING','ENGINEERING, MARINE','ENGINEERING, MECHANICAL','ENGINEERING, MULTIDISCIPLINARY','ENGINEERING, OCEAN','ENGINEERING, PETROLEUM','ENTOMOLOGY','MANAGEMENT','MARINE & FRESHWATER BIOLOGY','MATERIALS SCIENCE, BIOMATERIALS','MATERIALS SCIENCE, CERAMICS','MATERIALS SCIENCE, CHARACTERIZATION & TESTING','MATERIALS SCIENCE, COATINGS & FILMS','MATERIALS SCIENCE, COMPOSITES','MATERIALS SCIENCE, MULTIDISCIPLINARY','MATERIALS SCIENCE, PAPER & WOOD','MATERIALS SCIENCE, TEXTILES','MATHEMATICS, APPLIED','MATHEMATICS, INTERDISCIPLINARY APPLICATIONS','MECHANICS','METALLURGY & METALLURGICAL ENGINEERING','MULTIDISCIPLINARY SCIENCES','OPERATIONS RESEARCH & MANAGEMENT SCIENCE' Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
1316,BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,"2,593",2.500,0.000660
1316,MOLECULAR MEMBRANE BIOLOGY,993,2.500,0.000490
1318,AMB Express,"2,541",2.499,0.004810
1319,ECOLOGICAL MODELLING,"19,314",2.497,0.014060
1320,EXPERIMENTAL MECHANICS,"5,507",2.496,0.005370
1321,International Journal of Simulation Modelling,669,2.492,0.000880
1322,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE,"11,066",2.489,0.006870
1322,Proteomics Clinical Applications,"2,210",2.489,0.003740
1324,INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,"2,185",2.488,0.000940
1325,CHRONOBIOLOGY INTERNATIONAL,"5,708",2.486,0.006610
1326,Geomechanics and Engineering,"1,623",2.485,0.002130
1326,JOURNAL OF NUCLEAR MATERIALS,"31,303",2.485,0.026960
1328,JOURNAL FOR NATURE CONSERVATION,"1,661",2.482,0.002620
1329,BIOMETALS,"4,360",2.479,0.003020
1329,JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,"4,299",2.479,0.007360
1331,WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,"9,098",2.477,0.007170
1332,FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,"1,672",2.476,0.007320
1332,JOURNAL OF BIOCHEMISTRY,"7,477",2.476,0.004430
1334,Applied Sciences-Basel,"14,639",2.474,0.020350
1335,International Journal of Computer Assisted Radiology and Surgery,"2,734",2.473,0.005570
1336,Building Simulation,"1,138",2.472,0.001970
1336,FLOW TURBULENCE AND COMBUSTION,"2,850",2.472,0.004620
1336,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,"6,147",2.472,0.004330
1339,Mathematical Geosciences,"1,177",2.471,0.001890
1340,ACM Transactions on Sensor Networks,"1,396",2.469,0.001480
1340,INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,"7,115",2.469,0.007120
1340,JOURNAL OF SUPERCOMPUTING,"3,734",2.469,0.004790
1343,INFORMATION SYSTEMS,"2,437",2.466,0.003480
1344,MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,"6,786",2.463,0.002700
1345,COMPLEXITY,"4,413",2.462,0.007190
1345,EXTREMOPHILES,"3,168",2.462,0.002890
1347,Alexandria Engineering Journal,"3,853",2.460,0.005450
1347,Biochemistry and Cell Biology,"2,773",2.460,0.002630
1349,JOURNAL OF LIPOSOME RESEARCH,"1,183",2.455,0.000770
1350,JOURNAL OF ECT,"1,644",2.454,0.002100
1350,JOURNAL OF STRUCTURAL ENGINEERING,"19,206",2.454,0.013180
1352,Life Sciences in Space Research,456,2.453,0.001360
1352,Photonics and Nanostructures-Fundamentals and Applications,899,2.453,0.001320
1354,IEEE PHOTONICS TECHNOLOGY LETTERS,"17,408",2.451,0.021320
1355,Advances in Experimental Medicine and Biology,"21,809",2.450,0.035830
1355,JOURNAL OF SYSTEMS AND SOFTWARE,"5,873",2.450,0.007060
1357,International Journal of Applied Mechanics,"1,541",2.449,0.002480
1357,RESEARCH-TECHNOLOGY MANAGEMENT,"1,457",2.449,0.000900
1359,Frontiers of Mechanical Engineering,847,2.448,0.001070
1360,Human Gene Therapy Methods,523,2.446,0.001520
1361,Advances in Concrete Construction,322,2.443,0.000330
1362,AGRICULTURE AND HUMAN VALUES,"2,642",2.442,0.002870
1363,JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,"4,623",2.441,0.003490
1364,APPLIED ACOUSTICS,"6,824",2.440,0.007350
1365,Coatings,"3,019",2.436,0.004110
1365,Transportation Geotechnics,570,2.436,0.001360
1367,ENVIRONMENTAL CONSERVATION,"3,579",2.434,0.001860
1368,SURFACE ENGINEERING,"2,765",2.433,0.002140
1369,OPERATIONS RESEARCH,"14,097",2.430,0.014120
1370,Clean Technologies and Environmental Policy,"3,500",2.429,0.004530
1371,ADSORPTION SCIENCE & TECHNOLOGY,"1,554",2.425,0.001190
1372,Advances in Difference Equations,"4,694",2.421,0.007510
1373,ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS,"9,518",2.420,0.018380
1374,BIOPROCESS AND BIOSYSTEMS ENGINEERING,"4,423",2.419,0.005510
1375,Frontiers in Ecology and Evolution,"2,226",2.416,0.008340
1376,Ingegneria Sismica,259,2.414,0.000300
1376,International Journal of Genomics,947,2.414,0.002470
1378,Electronics,"3,021",2.412,0.002620
1379,PROBABILISTIC ENGINEERING MECHANICS,"2,689",2.411,0.002440
1380,JOURNAL OF INFORMATION SCIENCE,"1,984",2.410,0.001530
1380,JOURNAL OF INTELLIGENT MATERIAL SYSTEMS AND STRUCTURES,"7,609",2.410,0.006970
1380,Journal of the Association for Information Science and Technology,"2,997",2.410,0.008540
1383,IEEE Design & Test,"1,259",2.409,0.001540
1384,JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,"5,139",2.406,0.004520
1385,Crystals,"3,142",2.404,0.006540
1386,AQUATIC SCIENCES,"2,938",2.402,0.003400
1387,Animal,"7,551",2.400,0.010010
1388,COMPUTERS & FLUIDS,"11,471",2.399,0.018330
1389,ENERGY JOURNAL,"2,879",2.394,0.003140
1390,Ecology and Evolution,"12,732",2.392,0.040930
1391,BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,"1,965",2.388,0.003480
1392,HYDROBIOLOGIA,"25,221",2.385,0.015760
1393,IEEE JOURNAL OF QUANTUM ELECTRONICS,"8,967",2.384,0.003620
1394,International Journal of Engine Research,"1,812",2.382,0.002230
1395,CROP PROTECTION,"9,080",2.381,0.008740
1396,NETWORKS & SPATIAL ECONOMICS,"1,416",2.379,0.001470
1396,PeerJ,"17,984",2.379,0.062850
1398,TRANSPORT IN POROUS MEDIA,"6,984",2.376,0.006350
1399,Tissue Engineering and Regenerative Medicine,761,2.374,0.001240
1400,JOURNAL OF ELASTICITY,"2,527",2.372,0.002330
1401,BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS,"7,900",2.371,0.008600
1401,Bioanalysis,"3,664",2.371,0.004700
1403,APPLIED MATHEMATICS AND OPTIMIZATION,"1,451",2.369,0.002960
1403,JOURNAL OF CHEMICAL AND ENGINEERING DATA,"23,357",2.369,0.012580
1405,Flexible Services and Manufacturing Journal,624,2.368,0.001360
1405,INTERNATIONAL JOURNAL OF RADIATION BIOLOGY,"4,991",2.368,0.003460
1407,JOURNAL OF BIOSCIENCE AND BIOENGINEERING,"8,674",2.366,0.007320
1408,INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,"1,090",2.365,0.001590
1409,JOURNAL OF THERMAL BIOLOGY,"4,157",2.361,0.005170
1409,SEMICONDUCTOR SCIENCE AND TECHNOLOGY,"8,307",2.361,0.010160
1411,MIT Technology Review,871,2.357,0.001760
1412,Applied and Computational Mathematics,349,2.354,0.000890
1413,JOURNAL OF CHEMICAL NEUROANATOMY,"2,375",2.353,0.002260
1414,BIOFOULING,"4,544",2.351,0.003690
1414,STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,"4,272",2.351,0.006830
1416,Advances in Production Engineering & Management,424,2.347,0.000450
1416,GRANULAR MATTER,"2,373",2.347,0.003420
1416,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,"8,272",2.347,0.003980
1419,JOURNAL OF VIBRATION AND ACOUSTICS-TRANSACTIONS OF THE ASME,"4,074",2.343,0.003800
1420,LASERS IN MEDICAL SCIENCE,"5,412",2.342,0.006710
1421,AEROSOL SCIENCE AND TECHNOLOGY,"7,301",2.340,0.005130
1422,Journal of Civil Engineering and Management,"1,676",2.338,0.001610
1423,EXPERIMENTS IN FLUIDS,"10,385",2.335,0.010000
1423,Plasmonics,"3,896",2.335,0.005970
1425,BIOTECHNOLOGY PROGRESS,"7,910",2.334,0.004800
1426,ESTUARINE COASTAL AND SHELF SCIENCE,"17,632",2.333,0.014760
1427,JOURNAL OF PHYCOLOGY,"9,591",2.328,0.004980
1428,JOURNAL OF THEORETICAL BIOLOGY,"21,183",2.327,0.016800
1428,Journal of Information Security and Applications,634,2.327,0.000930
1430,KONA Powder and Particle Journal,616,2.326,0.000620
1430,MARINE ECOLOGY PROGRESS SERIES,"37,574",2.326,0.022250
1432,Animals,"2,181",2.323,0.003440
1432,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,"1,486",2.323,0.001590
1434,Organogenesis,"1,045",2.321,0.001160
1435,COMPOSITE INTERFACES,"1,353",2.320,0.000950
1435,JOURNAL OF BIOMECHANICS,"29,158",2.320,0.024950
1437,Estuaries and Coasts,"4,351",2.319,0.006770
1438,JOURNAL OF FISH DISEASES,"5,297",2.318,0.003640
1439,Ecosystem Health and Sustainability,395,2.315,0.001410
1440,AMERICAN MUSEUM NOVITATES,"2,312",2.313,0.000860
1440,INTERNATIONAL JOURNAL OF NON-LINEAR MECHANICS,"5,863",2.313,0.006340
1440,MULTIMEDIA TOOLS AND APPLICATIONS,"11,149",2.313,0.016250
1440,SIAM Journal on Imaging Sciences,"3,789",2.313,0.010160
1444,BMC BIOTECHNOLOGY,"3,696",2.312,0.004240
1445,Channels,"1,246",2.311,0.002290
1446,IEEE MICROWAVE AND WIRELESS COMPONENTS LETTERS,"7,951",2.310,0.014180
1447,BioChip Journal,492,2.309,0.000710
1447,PHYSIOLOGICAL MEASUREMENT,"6,066",2.309,0.006260
1449,MICROELECTRONIC ENGINEERING,"8,240",2.305,0.007810
1450,Science China-Technological Sciences,"4,328",2.302,0.006250
1451,Innate Immunity,"1,438",2.298,0.002520
1452,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,"3,287",2.296,0.003990
1453,FIRE SAFETY JOURNAL,"4,698",2.295,0.003880
1454,Physica Status Solidi-Rapid Research Letters,"3,545",2.291,0.006410
1455,Advances in Biochemical Engineering-Biotechnology,"2,221",2.289,0.002100
1456,CRYOBIOLOGY,"4,669",2.287,0.003860
1456,JOURNAL OF MICROENCAPSULATION,"2,851",2.287,0.001670
1456,MAMMALIAN GENOME,"2,693",2.287,0.003490
1459,MECHANICS BASED DESIGN OF STRUCTURES AND MACHINES,664,2.286,0.000610
1459,Regenerative Therapy,258,2.286,0.000510
1461,EUROPEAN JOURNAL OF SOIL BIOLOGY,"3,316",2.285,0.003060
1462,PROSTAGLANDINS & OTHER LIPID MEDIATORS,"2,284",2.283,0.002000
1463,MECHANICS RESEARCH COMMUNICATIONS,"3,187",2.282,0.003330
1464,CURRENT APPLIED PHYSICS,"7,329",2.281,0.006350
1465,BIOELECTROMAGNETICS,"2,549",2.278,0.001530
1465,International Journal of Agricultural Sustainability,987,2.278,0.001150
1467,APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY,"12,436",2.277,0.010800
1467,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,"11,921",2.277,0.009340
1469,Biomed Research International,"42,346",2.276,0.098410
1469,Iranian Journal of Fuzzy Systems,824,2.276,0.000900
1469,PHYCOLOGIA,"2,957",2.276,0.002080
1472,IMA JOURNAL OF NUMERICAL ANALYSIS,"2,626",2.275,0.006930
1473,Molecular Omics,99,2.273,0.000270
1474,Grey Systems-Theory and Application,394,2.268,0.000440
1475,Journal of Hydrodynamics,"2,531",2.265,0.002930
1475,POLYMER COMPOSITES,"9,820",2.265,0.007820
1477,Journal of Ethnobiology and Ethnomedicine,"2,479",2.264,0.002300
1478,AGRICULTURAL ECONOMICS,"3,966",2.263,0.003720
1479,CHEMICAL SENSES,"4,553",2.261,0.003220
1480,ARTIFICIAL ORGANS,"3,977",2.259,0.004400
1480,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,"3,904",2.259,0.004660
1482,Endangered Species Research,"2,407",2.258,0.003190
1482,WEED SCIENCE,"5,632",2.258,0.003030
1484,Communications in Number Theory and Physics,462,2.250,0.001820
1484,Journal of Network and Systems Management,455,2.250,0.000680
1484,MATHEMATICAL FINANCE,"1,967",2.250,0.003870
1487,FISH PHYSIOLOGY AND BIOCHEMISTRY,"4,830",2.249,0.004020
1488,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,"14,939",2.247,0.007450
1488,SIAM JOURNAL ON OPTIMIZATION,"7,709",2.247,0.016470
1490,JOURNAL OF INSECT PHYSIOLOGY,"9,006",2.246,0.006530
1491,JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION,"6,521",2.245,0.004210
1492,International Journal of Naval Architecture and Ocean Engineering,976,2.242,0.001560
1493,Journal of Web Semantics,"1,207",2.238,0.001160
1494,NUMERICAL METHODS FOR PARTIAL DIFFERENTIAL EQUATIONS,"2,380",2.236,0.004020
1495,BEHAVIOR GENETICS,"3,016",2.231,0.003200
1495,FEBS Open Bio,"1,868",2.231,0.004770
1495,Quality Technology and Quantitative Management,538,2.231,0.000840
1498,INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING,"4,266",2.230,0.001840
1499,JOURNAL OF SCIENTIFIC COMPUTING,"5,115",2.228,0.015150
1500,Lighting Research & Technology,"1,894",2.226,0.001430
1501,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,295,2.224,0.000910
1501,RESEARCH IN ENGINEERING DESIGN,"1,064",2.224,0.000490
1503,Aslib Journal of Information Management,426,2.222,0.001000
1503,Journal of Bionic Engineering,"1,658",2.222,0.001920
1503,WILDLIFE MONOGRAPHS,877,2.222,0.000460
1506,Insects,"1,925",2.220,0.004330
1506,JOURNAL OF BIOMATERIALS APPLICATIONS,"2,595",2.220,0.003350
1506,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,"22,337",2.220,0.027780
1509,AGGRESSIVE BEHAVIOR,"3,578",2.219,0.003690
1509,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,"6,864",2.219,0.002640
1509,SIMULATION MODELLING PRACTICE AND THEORY,"2,666",2.219,0.002980
1512,Chinese Journal of Aeronautics,"3,468",2.215,0.004530
1512,JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT,"8,694",2.215,0.015870
1512,JOURNAL OF WILDLIFE MANAGEMENT,"10,794",2.215,0.005650
1515,JOURNAL OF MOLECULAR RECOGNITION,"2,207",2.214,0.001660
1515,JOURNAL OF NEUROSCIENCE METHODS,"17,014",2.214,0.016010
1517,BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,"2,639",2.213,0.001990
1518,OPTICAL FIBER TECHNOLOGY,"2,420",2.212,0.003310
1519,JOURNAL OF APPLIED ENTOMOLOGY,"3,395",2.211,0.002970
1520,Information Retrieval Journal,"1,180",2.209,0.000550
1520,JOURNAL OF SOIL AND WATER CONSERVATION,"4,331",2.209,0.002910
1522,COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE,"4,103",2.206,0.006370
1523,Bioengineered,890,2.205,0.001610
1524,Geothermal Energy,301,2.204,0.000790
1525,MOLECULAR VISION,"6,016",2.202,0.004230
1526,Expert Review of Medical Devices,"2,143",2.200,0.003400
1526,RAPID COMMUNICATIONS IN MASS SPECTROMETRY,"11,671",2.200,0.009600
1528,APPLIED COMPOSITE MATERIALS,"1,847",2.199,0.001660
1528,ORYX,"2,965",2.199,0.003730
1530,GLYCOCONJUGATE JOURNAL,"2,573",2.197,0.002630
1531,IEEE TRANSACTIONS ON NANOTECHNOLOGY,"3,506",2.196,0.004870
1531,Journal of Bridge Engineering,"4,220",2.196,0.005430
1531,PLANT CELL TISSUE AND ORGAN CULTURE,"6,779",2.196,0.005710
1534,BioEnergy Research,"2,811",2.195,0.004490
1534,SLAS Discovery,570,2.195,0.001590
1536,Biology Direct,"1,872",2.193,0.002560
1537,ERGONOMICS,"8,747",2.190,0.005780
1537,JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY,"2,140",2.190,0.016130
1539,BMC Biophysics,195,2.188,0.000360
1539,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,"1,368",2.188,0.001400
1541,APPLIED ANIMAL BEHAVIOUR SCIENCE,"10,673",2.187,0.005560
1542,JOURNAL OF POROUS MATERIALS,"3,134",2.183,0.003160
1543,AoB Plants,"1,840",2.182,0.004860
1544,Journal of Environmental Health Science and Engineering,"1,267",2.179,0.001950
1545,ADVANCES IN SPACE RESEARCH,"12,638",2.178,0.014630
1545,MEDICAL AND VETERINARY ENTOMOLOGY,"3,000",2.178,0.002120
1545,PLASMA CHEMISTRY AND PLASMA PROCESSING,"3,134",2.178,0.002860
1548,BIOMEDICAL MICRODEVICES,"3,425",2.176,0.003580
1549,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,"7,680",2.175,0.005100
1549,PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,"3,744",2.175,0.004160
1551,SLAS Technology,303,2.174,0.000760
1551,Structural Concrete,"1,388",2.174,0.002540
1553,LETTERS IN APPLIED MICROBIOLOGY,"8,186",2.173,0.004360
1554,JOURNAL OF MATERIALS IN CIVIL ENGINEERING,"10,685",2.169,0.011610
1554,JOURNAL OF VIBRATION AND CONTROL,"5,084",2.169,0.007530
1554,Journal of Experimental Nanoscience,"1,386",2.169,0.001530
1554,PLANT PATHOLOGY,"6,975",2.169,0.005930
1558,IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,"5,088",2.168,0.006980
1559,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A,"9,552",2.166,0.005890
1560,ENGINEERING OPTIMIZATION,"2,822",2.165,0.003570
1561,International Journal of Critical Infrastructure Protection,526,2.164,0.000550
1561,SOLDERING & SURFACE MOUNT TECHNOLOGY,441,2.164,0.000280
1563,RARE METALS,"2,209",2.161,0.002300
1564,Engineering Construction and Architectural Management,"1,650",2.160,0.000940
1565,JOURNAL OF NON-EQUILIBRIUM THERMODYNAMICS,672,2.157,0.000590
1566,CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION,"1,025",2.156,0.000810
1567,MECCANICA,"3,999",2.153,0.006970
1568,Frontiers in Integrative Neuroscience,"2,155",2.152,0.004050
1569,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,"5,180",2.149,0.008300
1569,JOURNAL OF PLANKTON RESEARCH,"6,746",2.149,0.004530
1569,MOLECULAR BREEDING,"5,756",2.149,0.007220
1572,Enterprise Information Systems,963,2.145,0.001040
1573,ECS Journal of Solid State Science and Technology,"3,673",2.142,0.006240
1574,CONTINUUM MECHANICS AND THERMODYNAMICS,"1,516",2.139,0.002120
1574,Econometrics Journal,966,2.139,0.002350
1576,Archives of Agronomy and Soil Science,"2,106",2.135,0.003100
1577,JOURNAL OF NANOPARTICLE RESEARCH,"13,532",2.132,0.010280
1578,EUROPEAN JOURNAL OF MECHANICS B-FLUIDS,"3,136",2.131,0.004600
1579,Management of Biological Invasions,539,2.127,0.001520
1580,Behavioral and Brain Functions,"1,600",2.125,0.001380
1581,JOURNAL OF STORED PRODUCTS RESEARCH,"3,476",2.123,0.001980
1582,Journal of Biological Research-Thessaloniki,354,2.121,0.000650
1583,JOURNAL OF CHEMICAL ECOLOGY,"10,156",2.117,0.005500
1583,MICROSCOPY RESEARCH AND TECHNIQUE,"5,133",2.117,0.002830
1583,Metals,"5,708",2.117,0.009250
1586,COMPUTER GRAPHICS FORUM,"6,837",2.116,0.017770
1586,COMPUTER SPEECH AND LANGUAGE,"1,402",2.116,0.002200
1586,INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING,"1,986",2.116,0.003090
1589,FOOD TECHNOLOGY AND BIOTECHNOLOGY,"2,253",2.115,0.001410
1590,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,"6,614",2.113,0.001590
1591,Journal of Sustainable Metallurgy,551,2.109,0.001260
1591,WOOD SCIENCE AND TECHNOLOGY,"3,853",2.109,0.002310
1593,AIAA JOURNAL,"22,180",2.108,0.014270
1594,JOURNAL OF NONLINEAR SCIENCE,"1,552",2.104,0.004340
1595,ACTA MECHANICA,"6,589",2.102,0.007500
1595,British Food Journal,"4,996",2.102,0.003390
1595,Studies in Informatics and Control,462,2.102,0.000340
1598,Journal of Hydro-environment Research,986,2.099,0.001530
1599,JOURNAL OF HYDRAULIC RESEARCH,"4,166",2.098,0.003000
1600,CURRENT PHARMACEUTICAL BIOTECHNOLOGY,"3,463",2.097,0.002820
1600,International Journal for Numerical Methods in Biomedical Engineering,"1,614",2.097,0.003390
1602,Petroleum Science,"1,162",2.096,0.001660
1603,Journal of Grid Computing,753,2.095,0.000990
1603,Rangeland Ecology & Management,"2,409",2.095,0.002540
1605,CHEMISTRY AND PHYSICS OF LIPIDS,"4,476",2.094,0.004610
1605,EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,"2,813",2.094,0.002440
1607,International Journal of Computers Communications & Control,997,2.093,0.000850
1607,JOURNAL OF FLUORESCENCE,"3,963",2.093,0.003550
1609,JOURNAL OF ANIMAL SCIENCE,"31,528",2.092,0.016250
1610,Brain and Behavior,"2,607",2.091,0.007680
1611,Acta Metallurgica Sinica-English Letters,"2,015",2.090,0.002620
1611,BIOTROPICA,"6,031",2.090,0.004490
1611,Science of Nature,673,2.090,0.002400
1614,MAGAZINE OF CONCRETE RESEARCH,"3,747",2.088,0.002540
1615,JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,"4,638",2.083,0.003280
1616,Journal of Zhejiang University-SCIENCE B,"3,007",2.082,0.002480
1616,OZONE-SCIENCE & ENGINEERING,"1,829",2.082,0.000840
1618,JOURNAL OF MOLECULAR GRAPHICS & MODELLING,"7,834",2.079,0.003950
1619,CHEMICAL SPECIATION AND BIOAVAILABILITY,716,2.077,0.000520
1619,Geomechanics for Energy and the Environment,197,2.077,0.000840
1621,COMBUSTION THEORY AND MODELLING,"1,699",2.076,0.001940
1622,CELL BIOCHEMISTRY AND BIOPHYSICS,"3,673",2.073,0.004480
1622,INTERNATIONAL JOURNAL OF HEAT AND FLUID FLOW,"7,624",2.073,0.006230
1624,Agriculture-Basel,"1,415",2.072,0.002150
1624,NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS,"4,781",2.072,0.007870
1626,MACHINING SCIENCE AND TECHNOLOGY,"1,219",2.071,0.000900
1626,MULTIBODY SYSTEM DYNAMICS,"1,655",2.071,0.001690
1628,BIOMARKERS,"2,311",2.070,0.002830
1628,MATHEMATICS OF COMPUTATION,"8,520",2.070,0.012310
1630,Current Bioinformatics,615,2.068,0.001080
1631,International Journal of Astrobiology,770,2.065,0.001410
1632,NUMERICAL ALGORITHMS,"3,529",2.064,0.007570
1633,Biomedical Engineering Online,"3,520",2.059,0.005170
1634,ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,866,2.057,0.001280
1635,Analysis and Mathematical Physics,360,2.056,0.000920
1635,JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,"4,100",2.056,0.005080
1635,JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,"8,387",2.056,0.004810
1635,NUMERISCHE MATHEMATIK,"6,772",2.056,0.008770
1639,JOM,"10,345",2.054,0.012720
1640,SAR AND QSAR IN ENVIRONMENTAL RESEARCH,"1,134",2.053,0.000970
1641,CHEMOECOLOGY,"1,031",2.050,0.000900
1641,MARINE BIOLOGY,"17,198",2.050,0.009310
1641,METALLURGICAL AND MATERIALS TRANSACTIONS A-PHYSICAL METALLURGY AND MATERIALS SCIENCE,"30,270",2.050,0.018910
1644,FINANCE AND STOCHASTICS,"1,235",2.048,0.003530
1644,STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS,"1,686",2.048,0.002030
1646,OPTO-ELECTRONICS REVIEW,887,2.045,0.000770
1647,COMPUTING,"2,231",2.044,0.001600
1648,ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,"3,956",2.043,0.003900
1648,Biointerphases,"1,849",2.043,0.002670
1648,JOURNAL OF TERRAMECHANICS,"1,457",2.043,0.000820
1651,IEEE SECURITY & PRIVACY,"1,767",2.040,0.001460
1651,MATHEMATICS AND MECHANICS OF SOLIDS,"1,467",2.040,0.002650
1653,CHEMISTRY & BIODIVERSITY,"4,682",2.039,0.003910
1653,JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,806,2.039,0.000950
1655,ANNALS OF APPLIED BIOLOGY,"5,095",2.037,0.002620
1655,GENOME,"4,432",2.037,0.003140
1655,IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,"5,642",2.037,0.010040
1655,JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS,"16,019",2.037,0.020480
1655,PHYTOPATHOLOGIA MEDITERRANEA,"1,487",2.037,0.001010
1660,METALLURGICAL AND MATERIALS TRANSACTIONS B-PROCESS METALLURGY AND MATERIALS PROCESSING SCIENCE,"9,636",2.035,0.007730
1661,International Journal of Coal Preparation and Utilization,467,2.034,0.000620
1662,COASTAL ENGINEERING JOURNAL,649,2.032,0.000990
1662,JOURNAL OF INTERFERON AND CYTOKINE RESEARCH,"3,336",2.032,0.003280
1664,THIN SOLID FILMS,"38,980",2.030,0.017910
